TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,HAZARDRATING,VIOLLUMP
SHEN-9SGNXL,20170530,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-9SGNXL,20170208,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-9SGNXL,20161104,Follow-Up,0,0,Low,
SHEN-9SGNXL,20161028,Routine,2,2,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-69UQBR,20200312,Follow-Up,0,0,Low,
GEDS-69UQBR,20200311,Routine,2,0,Moderate,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-69UQBR,20191015,Routine,0,0,Low,
GEDS-69UQBR,20181109,Follow-Up,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-69UQBR,20181107,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-69UQBR,20180524,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-69UQBR,20171120,Routine,0,0,Low,
GEDS-69UQBR,20170427,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-69UQBR,20170124,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-69UQBR,20160727,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-6DLT74,20200312,Follow-Up,0,0,Low,
GEDS-6DLT74,20200302,Follow-Up,1,1,Moderate,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-6DLT74,20200205,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-6DLT74,20190820,Routine,2,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-6DLT74,20190212,Routine,1,3,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
GEDS-6DLT74,20180823,Follow-Up,0,0,Low,
GEDS-6DLT74,20180816,Routine,1,4,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
GEDS-6DLT74,20180221,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-6DLT74,20170830,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
GEDS-6DLT74,20170221,Routine,0,0,Low,
GEDS-6DLT74,20160817,Routine,0,0,Low,
NDAA-9QCMD8,20191025,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
NDAA-9QCMD8,20190116,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
NDAA-9QCMD8,20180522,Follow-Up,0,0,Low,
NDAA-9QCMD8,20180417,Routine,0,2,Low,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 ???C. [s. 14(3)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
NDAA-9QCMD8,20170510,Follow-Up,0,0,Low,
NDAA-9QCMD8,20170505,Follow-Up,0,0,Low,
NDAA-9QCMD8,20170405,Routine,0,0,Low,
NDAA-9QCMD8,20160804,Follow-Up,0,0,Low,
NDAA-9QCMD8,20160803,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-B8RUZG,20200130,Routine,0,0,Low,
HCAR-B8RUZG,20190628,Follow-Up,0,0,Low,
HCAR-B8RUZG,20190626,Routine,2,1,High,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-B8RUZG,20190108,Routine,0,0,Low,
A018553    ,20200214,Routine,0,0,Low,
A018553    ,20190626,Routine,0,0,Low,
A018553    ,20181220,Routine,0,0,Low,
A018553    ,20180727,Routine,0,0,Low,
A018553    ,20180208,Routine,0,0,Low,
A018553    ,20170918,Routine,0,0,Low,
A018553    ,20170331,Routine,0,0,Low,
A018553    ,20160823,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
GEDS-65SNSU,20200122,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-65SNSU,20190917,Follow-Up,0,0,Low,
GEDS-65SNSU,20190816,Routine,2,1,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-65SNSU,20190315,Routine,0,0,Low,
GEDS-65SNSU,20180928,Follow-Up,0,0,Low,
GEDS-65SNSU,20180910,Routine,2,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-65SNSU,20180104,Follow-Up,0,0,Low,
GEDS-65SNSU,20180102,Routine,1,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-65SNSU,20170801,Follow-Up,0,0,Low,
GEDS-65SNSU,20170616,Routine,2,2,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-65SNSU,20170206,Routine,2,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-65SNSU,20160811,Routine,0,0,Low,
NDAA-948T7W,20190930,Follow-Up,0,0,Low,
NDAA-948T7W,20190927,Routine,1,1,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
NDAA-948T7W,20181031,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
NDAA-948T7W,20171128,Routine,2,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
NDAA-948T7W,20170109,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
NDAA-948T7W,20160816,Follow-Up,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
NDAA-948T7W,20160815,Routine,2,0,High,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-9SKPAF,20191029,Routine,0,0,Low,
SHEN-9SKPAF,20190627,Follow-Up,0,0,Low,
SHEN-9SKPAF,20190625,Routine,1,5,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SHEN-9SKPAF,20190114,Follow-Up,0,0,Low,
SHEN-9SKPAF,20190107,Routine,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
SHEN-9SKPAF,20180801,Follow-Up,0,0,Low,
SHEN-9SKPAF,20180731,Routine,2,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-9SKPAF,20180126,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-9SKPAF,20171011,Follow-Up,0,0,Low,
SHEN-9SKPAF,20171010,Follow-Up,0,0,Low,
SHEN-9SKPAF,20171003,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-9SKPAF,20170301,Routine,2,0,Low,"204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat"
SHEN-9SKPAF,20161020,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SYOG-5M553H,20200310,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SYOG-5M553H,20190923,Follow-Up,0,0,Low,
SYOG-5M553H,20190918,Routine,1,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SYOG-5M553H,20190312,Routine,1,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SYOG-5M553H,20181003,Follow-Up,0,0,Low,
SYOG-5M553H,20180927,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SYOG-5M553H,20180309,Routine,0,0,Low,
SYOG-5M553H,20170911,Routine,0,0,Low,
SYOG-5M553H,20170116,Routine,0,0,Low,
GEDS-6R5QMX,20200130,Routine,0,0,Low,
GEDS-6R5QMX,20190829,Routine,0,0,Low,
GEDS-6R5QMX,20190325,Routine,0,0,Low,
GEDS-6R5QMX,20181212,Routine,0,0,Low,
GEDS-6R5QMX,20180308,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-6R5QMX,20171128,Follow-Up,0,0,Low,
GEDS-6R5QMX,20171121,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-6R5QMX,20161229,Follow-Up,0,0,Low,
GEDS-6R5QMX,20161228,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-6R5QMX,20161011,Follow-Up,0,0,Low,
GEDS-6R5QMX,20161006,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
A019745    ,20190926,Routine,0,0,Low,
A019745    ,20190304,Routine,0,0,Low,
A019745    ,20181029,Routine,0,0,Low,
A019745    ,20180309,Routine,0,0,Low,
A019745    ,20171201,Routine,0,0,Low,
A019745    ,20170308,Routine,0,0,Low,
A019745    ,20161018,Follow-Up,0,0,Low,
A019745    ,20161013,Routine,1,1,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-ASGSZD,20191028,Routine,0,0,Low,
HCAR-ASGSZD,20190205,Routine,0,0,Low,
HCAR-ASGSZD,20180814,Routine,0,0,Low,
HCAR-ASGSZD,20180309,Routine,0,0,Low,
HCAR-ASGSZD,20180103,Routine,0,0,Low,
HCAR-ATYPHV,20200515,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
HCAR-BGKPMK,20200312,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-BGKPMK,20200311,Routine,3,2,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ATYPHV,20200103,Routine,0,1,Low,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
HCAR-BGKPMK,20190923,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
NDAA-A9KQFU,20190822,Routine,0,0,Low,
HCAR-ATYPHV,20190603,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
NDAA-A9KQFU,20190425,Routine,2,4,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-A76R64,20190409,Routine,0,0,Low,
HCAR-ATYPHV,20181211,Routine,1,1,Low,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
